deployed	category	orig_mod	orig_dir	orig_file	base_volume
zs\urban\all\ambienturban_37_b1509d9622	urban	Amplified	ambient/soundscape/urban	ambienturban_37	3.233
zs\urban\all\ambienturban_38_1671989bc2	urban	Amplified	ambient/soundscape/urban	ambienturban_38	2.702
zs\urban\all\ambienturban_39_92f91a577e	urban	Amplified	ambient/soundscape/urban	ambienturban_39	2.303
zs\urban\all\ambienturban_4_6f0a627a7b	urban	Amplified	ambient/soundscape/urban	ambienturban_4	1.0
zs\urban\all\ambienturban_40_0bfa466b03	urban	Amplified	ambient/soundscape/urban	ambienturban_40	2.932
zs\urban\all\ambienturban_41_160042bedd	urban	Amplified	ambient/soundscape/urban	ambienturban_41	3.636
zs\urban\all\ambienturban_42_df6a8ef443	urban	Amplified	ambient/soundscape/urban	ambienturban_42	4.479
zs\urban\all\ambienturban_43_88861ed9b3	urban	Amplified	ambient/soundscape/urban	ambienturban_43	3.788
zs\urban\all\ambienturban_44_3259331950	urban	Amplified	ambient/soundscape/urban	ambienturban_44	3.142
zs\urban\all\ambienturban_45_94179d02da	urban	Amplified	ambient/soundscape/urban	ambienturban_45	3.682
zs\urban\all\ambienturban_46_a820d35fb1	urban	Amplified	ambient/soundscape/urban	ambienturban_46	5.666
zs\urban\all\ambienturban_47_11957a9113	urban	Amplified	ambient/soundscape/urban	ambienturban_47	2.525
zs\urban\all\ambienturban_48_b8c1f50e41	urban	Amplified	ambient/soundscape/urban	ambienturban_48	2.749
zs\urban\all\ambienturban_49_b24190c33b	urban	Amplified	ambient/soundscape/urban	ambienturban_49	1.712
zs\urban\all\ambienturban_5_0ca1f3d1a1	urban	Amplified	ambient/soundscape/urban	ambienturban_5	1.0
zs\urban\all\ambienturban_50_8d3c599d4c	urban	Amplified	ambient/soundscape/urban	ambienturban_50	2.273
zs\urban\all\ambienturban_51_5c76841be3	urban	Amplified	ambient/soundscape/urban	ambienturban_51	1.74
zs\urban\all\ambienturban_52_10db08a111	urban	Amplified	ambient/soundscape/urban	ambienturban_52	2.344
zs\urban\all\ambienturban_54_6bf1488c43	urban	Amplified	ambient/soundscape/urban	ambienturban_54	1.714
zs\urban\all\ambienturban_55_0782c31923	urban	Amplified	ambient/soundscape/urban	ambienturban_55	2.194
zs\urban\all\ambienturban_56_1b675991c1	urban	Amplified	ambient/soundscape/urban	ambienturban_56	2.786
zs\urban\all\ambienturban_57_65ee7f34aa	urban	Amplified	ambient/soundscape/urban	ambienturban_57	2.839
zs\urban\all\ambienturban_58_625dc381b7	urban	Amplified	ambient/soundscape/urban	ambienturban_58	4.901
zs\urban\all\ambienturban_59_ea8fb8be95	urban	Amplified	ambient/soundscape/urban	ambienturban_59	2.847
zs\urban\all\ambienturban_6_56b8b8aab6	urban	Amplified	ambient/soundscape/urban	ambienturban_6	1.0
zs\urban\all\ambienturban_60_54f0e346ef	urban	Amplified	ambient/soundscape/urban	ambienturban_60	3.658
zs\urban\all\ambienturban_61_a648032c15	urban	Amplified	ambient/soundscape/urban	ambienturban_61	4.388
zs\urban\all\ambienturban_62_2394e3e3a2	urban	Amplified	ambient/soundscape/urban	ambienturban_62	2.324
zs\urban\all\ambienturban_63_4c76a497f6	urban	Amplified	ambient/soundscape/urban	ambienturban_63	3.119
zs\urban\all\ambienturban_64_9d9177c321	urban	Amplified	ambient/soundscape/urban	ambienturban_64	2.447
zs\urban\all\ambienturban_65_2c9043de0e	urban	Amplified	ambient/soundscape/urban	ambienturban_65	3.15
zs\urban\all\ambienturban_66_5c9918ade6	urban	Amplified	ambient/soundscape/urban	ambienturban_66	1.954
zs\urban\all\ambienturban_68_d9dadbb8f8	urban	Amplified	ambient/soundscape/urban	ambienturban_68	2.021
zs\urban\all\ambienturban_7_078a5dc06d	urban	Amplified	ambient/soundscape/urban	ambienturban_7	1.0
zs\urban\all\ambienturban_76_da7862289a	urban	Amplified	ambient/soundscape/urban	ambienturban_76	2.636
zs\urban\all\ambienturban_77_5cf44c19ae	urban	Amplified	ambient/soundscape/urban	ambienturban_77	3.947
zs\urban\all\ambienturban_78_1bfa7532ae	urban	Amplified	ambient/soundscape/urban	ambienturban_78	3.261
zs\urban\all\ambienturban_79_01062d6b70	urban	Amplified	ambient/soundscape/urban	ambienturban_79	3.474
zs\urban\all\ambienturban_8_234bad9cd7	urban	Amplified	ambient/soundscape/urban	ambienturban_8	1.0
zs\urban\all\ambienturban_80_ef76020814	urban	Amplified	ambient/soundscape/urban	ambienturban_80	3.202
zs\urban\all\ambienturban_81_86e6548639	urban	Amplified	ambient/soundscape/urban	ambienturban_81	2.351
zs\urban\all\ambienturban_82_16f74ae049	urban	Amplified	ambient/soundscape/urban	ambienturban_82	2.679
zs\urban\all\ambienturban_83_588df0859e	urban	Amplified	ambient/soundscape/urban	ambienturban_83	4.155
zs\urban\all\ambienturban_84_30987f4990	urban	Amplified	ambient/soundscape/urban	ambienturban_84	2.967
zs\urban\all\ambienturban_85_7adcd7ee19	urban	Amplified	ambient/soundscape/urban	ambienturban_85	3.013
zs\urban\all\ambienturban_86_23f8c62bd8	urban	Amplified	ambient/soundscape/urban	ambienturban_86	3.201
zs\urban\all\ambienturban_87_2f943a2eeb	urban	Amplified	ambient/soundscape/urban	ambienturban_87	3.619
zs\urban\all\ambienturban_88_6f313d2c0c	urban	Amplified	ambient/soundscape/urban	ambienturban_88	3.412
zs\urban\all\ambienturban_89_b06893d7ff	urban	Amplified	ambient/soundscape/urban	ambienturban_89	4.274
zs\urban\all\ambienturban_9_44d894075a	urban	Amplified	ambient/soundscape/urban	ambienturban_9	1.0
zs\urban\all\ambienturban_90_f41dd42c96	urban	Amplified	ambient/soundscape/urban	ambienturban_90	3.678
zs\urban\all\urbandebris1_e53bef1bee	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris1	3.99
zs\urban\all\urbandebris10_92226642a2	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris10	5.057
zs\urban\all\urbandebris2_4de4c69331	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris2	4.745
zs\urban\all\urbandebris3_a50ee57019	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris3	5.057
zs\urban\all\urbandebris4_dcecb745b3	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris4	5.057
zs\urban\all\urbandebris5_d83751e788	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris5	3.898
zs\urban\all\urbandebris6_8f087947bd	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris6	5.057
zs\urban\all\urbandebris7_91b6ed2217	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris7	5.057
zs\urban\all\urbandebris8_2e7e2cfc42	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris8	5.057
zs\urban\all\urbandebris9_70db7cb704	urban	Amplified	ambient/soundscape/urban_debris	Urbandebris9	5.057
zs\urban\all\ambienturban_1_84d2276f71	urban	RETUNE457	ambient/soundscape/urban	ambienturban_1	1.541
zs\urban\all\ambienturban_10_7f04682109	urban	RETUNE457	ambient/soundscape/urban	ambienturban_10	1.527
zs\urban\all\ambienturban_11_34addb67ac	urban	RETUNE457	ambient/soundscape/urban	ambienturban_11	1.137
zs\urban\all\ambienturban_12_e5a2b6deeb	urban	RETUNE457	ambient/soundscape/urban	ambienturban_12	1.317
zs\urban\all\ambienturban_13_45d8d2461f	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_13	1.989
zs\urban\all\ambienturban_14_d844b09499	urban	RETUNE457	ambient/soundscape/urban	ambienturban_14	1.0
zs\urban\all\ambienturban_14_913fc7deae	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_14	1.254
zs\urban\all\ambienturban_17_7de50255ca	urban	RETUNE457	ambient/soundscape/urban	ambienturban_17	1.0
zs\urban\all\ambienturban_17_f24edb9154	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_17	1.254
zs\urban\all\ambienturban_18_349caf7033	urban	RETUNE457	ambient/soundscape/urban	ambienturban_18	1.0
zs\urban\all\ambienturban_18_e40fecf191	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_18	1.188
zs\urban\all\ambienturban_19_d228d15301	urban	RETUNE457	ambient/soundscape/urban	ambienturban_19	1.0
zs\urban\all\ambienturban_19_c30db63c48	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_19	1.322
zs\urban\all\ambienturban_2_22ad71c7e9	urban	RETUNE457	ambient/soundscape/urban	ambienturban_2	1.145
zs\urban\all\ambienturban_20_95f6b442c6	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_20	1.492
zs\urban\all\ambienturban_21_2b6dcb05dd	urban	RETUNE457	ambient/soundscape/urban	ambienturban_21	1.139
zs\urban\all\ambienturban_21_38462274f9	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_21	1.367
zs\urban\all\ambienturban_22_b3d6998f87	urban	RETUNE457	ambient/soundscape/urban	ambienturban_22	1.055
zs\urban\all\ambienturban_22_993da2e591	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_22	1.343
zs\urban\all\ambienturban_23_97a3a1bd4b	urban	RETUNE457	ambient/soundscape/urban	ambienturban_23	1.047
zs\urban\all\ambienturban_23_a48ab1feb9	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_23	1.313
zs\urban\all\ambienturban_24_5ca01a4608	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_24	1.262
zs\urban\all\ambienturban_25_92a1bb0db7	urban	RETUNE457	ambient/soundscape/urban	ambienturban_25	3.876
zs\urban\all\ambienturban_26_b663c9b22b	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_26	3.212
zs\urban\all\ambienturban_27_3f486521c8	urban	RETUNE457	ambient/soundscape/urban	ambienturban_27	3.408
zs\urban\all\ambienturban_27_70d723a82d	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_27	3.358
zs\urban\all\ambienturban_3_88b3d1e6a7	urban	RETUNE457	ambient/soundscape/urban	ambienturban_3	1.648
zs\urban\all\ambienturban_4_3e49a175ca	urban	RETUNE457	ambient/soundscape/urban	ambienturban_4	1.116
zs\urban\all\ambienturban_5_c749853b7d	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_5	1.766
zs\urban\all\ambienturban_6_c67dc2a394	urban	RETUNE457	ambient/soundscape/urban	ambienturban_6	1.0
zs\urban\all\ambienturban_7_155720f86a	urban	RETUNE457	ambient/soundscape/urban	ambienturban_7	1.0
zs\urban\all\ambienturban_7_4b7aaa013d	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_7	1.203
zs\urban\all\ambienturban_8_419ec44b07	urban	RETUNE457	ambient/soundscape/urban	ambienturban_8	1.511
zs\urban\all\ambienturban_8_0ffb793f41	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_8	2.316
zs\urban\all\ambienturban_9_c30fe6c680	urban	RETUNE457	ambient/soundscape/urban	ambienturban_9	1.428
zs\urban\all\ambienturban_9_d2faa5f430	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_9	2.076
zs\urban\all\ambienturban_1_adb57fcc36	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_1	2.256
zs\urban\all\ambienturban_10_43e58d0236	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_10	2.332
zs\urban\all\ambienturban_11_5f480d4953	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_11	1.745
zs\urban\all\ambienturban_12_38ade3d4c0	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_12	1.991
zs\urban\all\ambienturban_2_2559e86765	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_2	1.419
zs\urban\all\ambienturban_25_715aa91a68	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_25	3.702
zs\urban\all\ambienturban_3_094b50c1ac	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_3	1.892
zs\urban\all\ambienturban_4_44bd1edfc2	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_4	1.335
zs\urban\all\ambienturban_6_55fff96768	urban	AudioExpansion	ambient/soundscape/urban	ambienturban_6	1.202
zs\wildlife\all\crow1_ba6eb3771b	wildlife	Amplified	ambient/soundscape/crows	crow1	1.772
zs\wildlife\all\crow10_85f4320e58	wildlife	Amplified	ambient/soundscape/crows	crow10	2.464
zs\wildlife\all\crow2_d0ab1f8bba	wildlife	Amplified	ambient/soundscape/crows	crow2	1.811
zs\wildlife\all\crow3_78feda3612	wildlife	Amplified	ambient/soundscape/crows	crow3	2.028
zs\wildlife\all\crow4_e54c9fe766	wildlife	Amplified	ambient/soundscape/crows	crow4	2.921
zs\wildlife\all\crow5_4505492fd9	wildlife	Amplified	ambient/soundscape/crows	crow5	2.206
zs\wildlife\all\crow6_3800fe6525	wildlife	Amplified	ambient/soundscape/crows	crow6	2.247
zs\wildlife\all\crow7_0e6ccbdac2	wildlife	Amplified	ambient/soundscape/crows	crow7	2.078
zs\wildlife\all\crow8_05b3bbc9ce	wildlife	Amplified	ambient/soundscape/crows	crow8	1.403
zs\wildlife\all\crow9_032ce47a92	wildlife	Amplified	ambient/soundscape/crows	crow9	2.316
zs\wildlife\all\crowcreep1_4b149dd884	wildlife	Amplified	ambient/soundscape/crows	Crowcreep1	1.532
zs\wildlife\all\crowcreep10_4d94214c5f	wildlife	Amplified	ambient/soundscape/crows	Crowcreep10	2.041
zs\wildlife\all\crowcreep11_2abc5a4533	wildlife	Amplified	ambient/soundscape/crows	Crowcreep11	1.477
zs\wildlife\all\crowcreep12_745ce7c60f	wildlife	Amplified	ambient/soundscape/crows	Crowcreep12	2.124
zs\wildlife\all\crowcreep2_2a2ddd37b7	wildlife	Amplified	ambient/soundscape/crows	Crowcreep2	1.502
zs\wildlife\all\crowcreep3_e51f955cd7	wildlife	Amplified	ambient/soundscape/crows	Crowcreep3	1.888
zs\wildlife\all\crowcreep4_c9ffe480f8	wildlife	Amplified	ambient/soundscape/crows	Crowcreep4	2.9
zs\wildlife\all\crowcreep5_8d61181074	wildlife	Amplified	ambient/soundscape/crows	Crowcreep5	1.801
zs\wildlife\all\crowcreep6_0eecd40d04	wildlife	Amplified	ambient/soundscape/crows	Crowcreep6	1.943
zs\wildlife\all\crowcreep7_0631202669	wildlife	Amplified	ambient/soundscape/crows	Crowcreep7	2.145
zs\wildlife\all\crowcreep8_76e1d165a7	wildlife	Amplified	ambient/soundscape/crows	Crowcreep8	1.8
zs\wildlife\all\crowcreep9_58e5c27168	wildlife	Amplified	ambient/soundscape/crows	Crowcreep9	1.95
zs\wildlife\all\crowforest1_63ded138b4	wildlife	Amplified	ambient/soundscape/crows	Crowforest1	1.219
zs\wildlife\all\crowforest2_171bee057c	wildlife	Amplified	ambient/soundscape/crows	Crowforest2	1.556
zs\wildlife\all\crowforest3_9c9da08300	wildlife	Amplified	ambient/soundscape/crows	Crowforest3	1.307
zs\wildlife\all\crowforest4_2a00837740	wildlife	Amplified	ambient/soundscape/crows	Crowforest4	1.372
zs\wildlife\all\crowforest5_e178274085	wildlife	Amplified	ambient/soundscape/crows	Crowforest5	1.0
zs\wildlife\all\distant_1_13d7114c5f	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_1	1.5
zs\wildlife\all\distant_10_6e219b59b7	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_10	1.5
zs\wildlife\all\distant_2_b90c27018a	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_2	1.5
zs\wildlife\all\distant_3_8d025a516f	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_3	1.5
zs\wildlife\all\distant_4_292e7a4438	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_4	1.5
zs\wildlife\all\distant_5_0b37b8173c	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_5	1.5
zs\wildlife\all\distant_6_29aadc74c7	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_6	1.5
zs\wildlife\all\distant_7_a9154a2f30	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_7	1.5
zs\wildlife\all\distant_8_b7270dc774	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_8	1.5
zs\wildlife\all\distant_9_794039d22b	wildlife	Amplified	ambient/soundscape/mutants/wolf	distant_9	1.5
zs\wildlife\all\wolf_idle_1_04464c06c6	wildlife	Amplified	monsters/mwolf	wolf_idle_1	1.0
zs\wildlife\all\wolf_idle_2_925edf4d2d	wildlife	Amplified	monsters/mwolf	wolf_idle_2	1.0
zs\wildlife\all\sound_01_9eedbeb73b	wildlife	RETUNE457	ambient/trx/nature/crow	sound_01	2.288
zs\wildlife\all\sound_02_0ce017002a	wildlife	RETUNE457	ambient/trx/nature/crow	sound_02	2.111
zs\wildlife\all\sound_03_d4c6611518	wildlife	RETUNE457	ambient/trx/nature/crow	sound_03	2.532
zs\wildlife\all\sound_04_e02df863f9	wildlife	RETUNE457	ambient/trx/nature/crow	sound_04	2.475
zs\wildlife\all\sound_05_e8c99cd9b2	wildlife	RETUNE457	ambient/trx/nature/crow	sound_05	2.31
zs\wildlife\all\sound_06_f05c3754e0	wildlife	RETUNE457	ambient/trx/nature/crow	sound_06	2.283
zs\wildlife\all\sound_07_0ccb295c38	wildlife	RETUNE457	ambient/trx/nature/crow	sound_07	2.407
zs\wildlife\all\sound_08_3bb3052f2b	wildlife	RETUNE457	ambient/trx/nature/crow	sound_08	2.404
zs\wildlife\all\sound_09_cdd3bde858	wildlife	RETUNE457	ambient/trx/nature/crow	sound_09	2.283
zs\wildlife\all\sound_10_b6430b34cd	wildlife	RETUNE457	ambient/trx/nature/crow	sound_10	2.541
zs\wildlife\all\sound_11_b794175b19	wildlife	RETUNE457	ambient/trx/nature/crow	sound_11	1.95
zs\wildlife\all\sound_12_fbc1e25c8c	wildlife	RETUNE457	ambient/trx/nature/crow	sound_12	2.78
zs\wildlife\all\sound_14_d3b0362c6e	wildlife	RETUNE457	ambient/trx/nature/crow	sound_14	3.01
zs\wildlife\all\sound_16_bbfd0e6089	wildlife	RETUNE457	ambient/trx/nature/crow	sound_16	3.285
zs\wildlife\all\sound_17_80c8a62954	wildlife	RETUNE457	ambient/trx/nature/crow	sound_17	1.85
zs\wildlife\all\sound_18_4d022cecdd	wildlife	RETUNE457	ambient/trx/nature/crow	sound_18	1.678
zs\wildlife\all\sound_19_6549ee521f	wildlife	RETUNE457	ambient/trx/nature/crow	sound_19	1.79
zs\wildlife\all\sound_20_e39b86d36b	wildlife	RETUNE457	ambient/trx/nature/crow	sound_20	2.639
zs\wildlife\all\sound_21_b19747e4d8	wildlife	RETUNE457	ambient/trx/nature/crow	sound_21	1.804
zs\wildlife\all\sound_22_bced98878c	wildlife	RETUNE457	ambient/trx/nature/crow	sound_22	1.816
zs\wildlife\all\sound_26_7878e21183	wildlife	RETUNE457	ambient/trx/nature/crow	sound_26	1.816
zs\wildlife\all\sound_01_5af7b57b12	wildlife	RETUNE457	ambient/trx/nature/dog	sound_01	3.609
zs\wildlife\all\sound_02_63dfd391cf	wildlife	RETUNE457	ambient/trx/nature/dog	sound_02	3.682
zs\wildlife\all\sound_03_97e6a5aa2e	wildlife	RETUNE457	ambient/trx/nature/dog	sound_03	2.229
zs\wildlife\all\sound_04_0f39af5de8	wildlife	RETUNE457	ambient/trx/nature/dog	sound_04	3.336
zs\wildlife\all\sound_05_b5b0e66d8a	wildlife	RETUNE457	ambient/trx/nature/dog	sound_05	3.704
zs\wildlife\all\sound_06_f5063f856f	wildlife	RETUNE457	ambient/trx/nature/dog	sound_06	3.616
zs\wildlife\all\sound_07_18f31b829c	wildlife	RETUNE457	ambient/trx/nature/dog	sound_07	3.587
zs\wildlife\all\sound_08_700f1a1815	wildlife	RETUNE457	ambient/trx/nature/dog	sound_08	3.309
zs\wildlife\all\sound_09_6d30172046	wildlife	RETUNE457	ambient/trx/nature/dog	sound_09	3.256
zs\wildlife\all\sound_10_d04ec5ca22	wildlife	RETUNE457	ambient/trx/nature/dog	sound_10	3.452
zs\wildlife\all\sound_11_f6c5a56655	wildlife	RETUNE457	ambient/trx/nature/dog	sound_11	2.897
zs\wildlife\all\sound_13_76357ac9ef	wildlife	RETUNE457	ambient/trx/nature/dog	sound_13	3.826
zs\wildlife\all\sound_14_99f3e1f12d	wildlife	RETUNE457	ambient/trx/nature/dog	sound_14	2.159
zs\wildlife\all\sound_15_3235db1fe1	wildlife	RETUNE457	ambient/trx/nature/dog	sound_15	1.837
zs\wildlife\all\sound_16_867f54ef8a	wildlife	RETUNE457	ambient/trx/nature/dog	sound_16	3.363
zs\wildlife\all\sound_17_b6abdf6a84	wildlife	RETUNE457	ambient/trx/nature/dog	sound_17	2.771
zs\wildlife\all\sound_18_3b635e860f	wildlife	RETUNE457	ambient/trx/nature/dog	sound_18	3.397
zs\wildlife\all\sound_19_f65acf2599	wildlife	RETUNE457	ambient/trx/nature/dog	sound_19	2.486
zs\wildlife\all\sound_21_becca2705a	wildlife	RETUNE457	ambient/trx/nature/dog	sound_21	3.153
zs\wildlife\all\sound_22_fd48a9218a	wildlife	RETUNE457	ambient/trx/nature/dog	sound_22	3.544
zs\wildlife\all\sound_01_d9348a730d	wildlife	RETUNE457	ambient/trx/nature/owl	sound_01	1.0
zs\wildlife\all\sound_02_acbf7f1b44	wildlife	RETUNE457	ambient/trx/nature/owl	sound_02	1.0
zs\wildlife\all\sound_03_ec97a73a73	wildlife	RETUNE457	ambient/trx/nature/owl	sound_03	1.0
zs\wildlife\all\sound_04_a4e364df9f	wildlife	RETUNE457	ambient/trx/nature/owl	sound_04	1.0
zs\wildlife\all\sound_05_8e7941be9e	wildlife	RETUNE457	ambient/trx/nature/owl	sound_05	1.0
zs\wildlife\all\sound_06_d7bcc7862c	wildlife	RETUNE457	ambient/trx/nature/owl	sound_06	1.0
zs\wildlife\all\sound_07_7841ec7026	wildlife	RETUNE457	ambient/trx/nature/owl	sound_07	1.0
zs\wildlife\all\sound_08_9ba024178e	wildlife	RETUNE457	ambient/trx/nature/owl	sound_08	1.0
zs\wildlife\all\sound_09_232b6f0a01	wildlife	RETUNE457	ambient/trx/nature/owl	sound_09	1.725
zs\wildlife\all\sound_11_f5562edced	wildlife	RETUNE457	ambient/trx/nature/owl	sound_11	1.278
zs\wildlife\all\sound_12_bd9562201c	wildlife	RETUNE457	ambient/trx/nature/owl	sound_12	1.186
zs\wildlife\all\sound_13_394eb6749b	wildlife	RETUNE457	ambient/trx/nature/owl	sound_13	1.0
zs\wildlife\all\sound_10_6e79cf2dc1	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_10	3.9
zs\wildlife\all\sound_10_a20156f85c	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_10	1.0
zs\wildlife\all\sound_14_fba7ac6a18	wildlife	RETUNE457	ambient/trx/nature/owl	sound_14	1.122
zs\wildlife\all\sound_15_97276e4f92	wildlife	RETUNE457	ambient/trx/nature/owl	sound_15	1.0
zs\wildlife\all\sound_16_f49ddf34b9	wildlife	RETUNE457	ambient/trx/nature/owl	sound_16	1.371
zs\wildlife\all\sound_11_cb87b84fd9	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_11	3.672
zs\wildlife\all\sound_11_86f5bb4d4d	wildlife	AudioExpansion	ambient/trx/nature/owl	sound_11	1.0
zs\wildlife\all\sound_17_6ba299efdb	wildlife	RETUNE457	ambient/trx/nature/owl	sound_17	1.038
zs\wildlife\all\sound_18_53b2dc5f54	wildlife	RETUNE457	ambient/trx/nature/owl	sound_18	1.296
zs\wildlife\all\sound_19_187f919da0	wildlife	RETUNE457	ambient/trx/nature/owl	sound_19	1.0
zs\wildlife\all\sound_14_777adef76c	wildlife	AudioExpansion	ambient/trx/nature/owl/bak	sound_14	2.817
zs\wildlife\all\d_01_da00032212	wildlife	myRETUNE	ambient/trx/nature/dog	d_01	2.0
zs\wildlife\all\sound_01_b78de3291f	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_01	2.0
zs\wildlife\all\sound_02_064d4ada9b	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_02	2.0
zs\wildlife\all\sound_04_360735c67e	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_04	2.0
zs\wildlife\all\sound_05_31bd5621eb	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_05	2.0
zs\wildlife\all\sound_06_412a89d9fc	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_06	2.0
zs\wildlife\all\sound_07_21c848af86	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_07	2.0
zs\wildlife\all\sound_08_d3c8f27995	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_08	2.0
zs\wildlife\all\sound_09_add8785037	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_09	2.0
zs\wildlife\all\sound_10_35d512b991	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_10	2.0
zs\wildlife\all\sound_12_2cb1fed792	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_12	2.0
zs\wildlife\all\sound_11_00359b8760	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_11	2.0
zs\wildlife\all\sound_13_adb303a183	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_13	2.0
zs\wildlife\all\sound_14_27d9849c5d	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_14	2.0
zs\wildlife\all\sound_16_4ba3ff1f36	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_16	2.0
zs\wildlife\all\sound_17_da335a0888	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_17	2.0
zs\wildlife\all\sound_18_3b7e93d237	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_18	2.0
zs\wildlife\all\sound_19_0f685284f7	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_19	2.0
zs\wildlife\all\sound_20_0185d848b8	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_20	2.0
zs\wildlife\all\sound_21_0c113e2613	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_21	2.0
zs\wildlife\all\sound_22_8fd9a62cd8	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_22	2.0
zs\wildlife\all\sound_23_d0a2d56220	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_23	2.0
zs\wildlife\all\sound_24_2943a485a3	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_24	2.0
zs\wildlife\all\sound_25_ed5ff9b9e0	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_25	2.0
zs\wildlife\all\sound_26_3e0366829d	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_26	2.0
zs\wildlife\all\sound_27_268b6e4394	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_27	2.0
zs\wildlife\all\sound_28_4633883a01	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_28	2.0
zs\wildlife\all\sound_29_81bafe9461	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_29	2.0
zs\wildlife\all\sound_30_d58e46c281	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_30	2.0
zs\wildlife\all\sound_31_04fae1d2d4	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_31	2.0
zs\wildlife\all\sound_32_f23fe55898	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_32	2.0
zs\wildlife\all\sound_33_04be4be199	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_33	2.0
zs\wildlife\all\sound_34_99ec5217d7	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_34	2.0
zs\wildlife\all\sound_35_e5b1cb38a8	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_35	2.0
zs\wildlife\all\sound_36_511ffdfdb1	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_36	2.0
zs\wildlife\all\sound_37_4dd6facc29	wildlife	AudioExpansion	ambient/trx/nature/crow	sound_37	2.0
