deployed	category	orig_mod	orig_dir	orig_file	base_volume
zs\mutant\all\pauk_idle_0_f3b4199907	mutant	Amplified	monsters/pauk	pauk_idle_0	1.186
zs\mutant\all\pauk_idle_1_278e7b7a02	mutant	Amplified	monsters/pauk	pauk_idle_1	1.241
zs\mutant\all\pauk_idle_dist_61e68428a5	mutant	Amplified	monsters/pauk	pauk_idle_dist	1.254
zs\mutant\all\idle_0_ee76225f84	mutant	Amplified	monsters/poltergeist/bck	idle_0	1.0
zs\mutant\all\idle_1_8af0ff227f	mutant	Amplified	monsters/poltergeist/bck	idle_1	1.0
zs\mutant\all\idle_2_a804997fec	mutant	Amplified	monsters/poltergeist/bck	idle_2	1.0
zs\mutant\all\idle_3_bfb1f26a10	mutant	Amplified	monsters/poltergeist/bck	idle_3	1.0
zs\mutant\all\idle_4_2309534178	mutant	Amplified	monsters/poltergeist/bck	idle_4	1.0
zs\mutant\all\idle_5_e8ad9613ec	mutant	Amplified	monsters/poltergeist/bck	idle_5	1.0
zs\mutant\all\idle_6_2a5ce402fc	mutant	Amplified	monsters/poltergeist/bck	idle_6	1.0
zs\mutant\all\black_idle_d07b124937	mutant	Amplified	monsters/poltergeist	black_idle	1.5
zs\mutant\all\fire_idle_0_1d2db51b65	mutant	Amplified	monsters/poltergeist	fire_idle_0	1.5
zs\mutant\all\idle_3_68f1e7e73d	mutant	Amplified	monsters/poltergeist	idle_3	1.25
zs\mutant\all\tele_idle_0_8d14f361b0	mutant	Amplified	monsters/poltergeist	tele_idle_0	1.6
zs\mutant\all\idle_0_c16d14b922	mutant	Amplified	monsters/pseudodog	idle_0	1.0
zs\mutant\all\idle_1_a0f246e0d6	mutant	Amplified	monsters/pseudodog	idle_1	1.0
zs\mutant\all\idle_2_0e2769284b	mutant	Amplified	monsters/pseudodog	idle_2	1.0
zs\mutant\all\pdog_idle_0_1c4774d8e2	mutant	Amplified	monsters/pseudodog	pdog_idle_0	1.15
zs\mutant\all\pdog_idle_1_782f71ca34	mutant	Amplified	monsters/pseudodog	pdog_idle_1	1.15
zs\mutant\all\pdog_idle_3_0f97195740	mutant	Amplified	monsters/pseudodog	pdog_idle_3	1.15
zs\mutant\all\pdog_idle_4_a9f1f1c188	mutant	Amplified	monsters/pseudodog	pdog_idle_4	1.15
zs\mutant\all\breath_0_f584ba9939	mutant	Amplified	monsters/psysucker	breath_0	1.0
zs\mutant\all\breath_1_9cf31b5490	mutant	Amplified	monsters/psysucker	breath_1	1.0
zs\mutant\all\breath_1_461293a121	mutant	Soundscape	monsters/psysucker	breath_1	1.0
zs\mutant\all\snork_eat_0_85d6dee889	mutant	Soundscape	monsters/snork	snork_eat_0	1.0
zs\mutant\all\snork_idle_0_21ec309b2f	mutant	Amplified	monsters/snork	snork_idle_0	1.1
zs\mutant\all\snork_idle_1_b2b7d871dd	mutant	Amplified	monsters/snork	snork_idle_1	1.1
zs\mutant\all\snork_idle_2_b73ff7e237	mutant	Amplified	monsters/snork	snork_idle_2	1.1
zs\mutant\all\zombie_eat_0_4566a773ac	mutant	Amplified	monsters/zombie	zombie_eat_0	1.0
zs\mutant\all\zombie_eat_1_83abf6c928	mutant	Amplified	monsters/zombie	zombie_eat_1	1.0
zs\mutant\all\zombie_eat_2_c4d7dbf86e	mutant	Amplified	monsters/zombie	zombie_eat_2	1.0
zs\mutant\all\zombie_idle_10_09046309a2	mutant	Amplified	monsters/zombie	zombie_idle_10	1.0
zs\mutant\all\zombie_idle_11_064ed440d4	mutant	Amplified	monsters/zombie	zombie_idle_11	1.0
zs\mutant\all\zombie_idle_17_affb023ee2	mutant	Amplified	monsters/zombie	zombie_idle_17	1.0
zs\mutant\all\zombie_idle_12_0c44662b6a	mutant	Amplified	monsters/zombie	zombie_idle_12	1.0
zs\mutant\all\zombie_idle_13_ef19a1b430	mutant	Amplified	monsters/zombie	zombie_idle_13	1.0
zs\mutant\all\zombie_idle_14_95b81bce17	mutant	Amplified	monsters/zombie	zombie_idle_14	1.0
zs\mutant\all\zombie_idle_15_06ae1cc51e	mutant	Amplified	monsters/zombie	zombie_idle_15	1.0
zs\mutant\all\distant_2_4a23f4488d	mutant	Soundscape	ambient/soundscape/mutants/flesh	distant_2	1.281
zs\mutant\all\distant_3_f97fd79270	mutant	Soundscape	ambient/soundscape/mutants/flesh	distant_3	1.095
zs\mutant\all\distant_4_e4f07df86f	mutant	Soundscape	ambient/soundscape/mutants/flesh	distant_4	1.286
zs\mutant\all\idle_1_51eaf00fc0	mutant	Soundscape	monsters/bloodsucker	idle_1	1.0
zs\mutant\all\idle_2_98b971520f	mutant	Soundscape	monsters/bloodsucker	idle_2	1.0
zs\mutant\all\idle_2_9e081a0c55	mutant	NLC	monsters/bloodsucker	idle_2	1.0
zs\mutant\all\idle_3_b6f9ac92b7	mutant	Soundscape	monsters/bloodsucker	idle_3	1.0
zs\mutant\all\idle_3_1ec544dd0f	mutant	NLC	monsters/bloodsucker	idle_3	1.0
zs\mutant\all\idle_4_243164ac29	mutant	Soundscape	monsters/bloodsucker	idle_4	1.0
zs\mutant\all\idle_4_61ea9a0ac0	mutant	NLC	monsters/bloodsucker	idle_4	1.0
zs\mutant\all\idle_5_651ee97051	mutant	Soundscape	monsters/bloodsucker	idle_5	1.0
zs\mutant\all\sucker_breath_mix_0_30b20ffae7	mutant	Soundscape	monsters/bloodsucker	sucker_breath_mix_0	0.75
zs\mutant\all\sucker_breath_mix_0_6ca3d2ddb3	mutant	NLC	monsters/bloodsucker	sucker_breath_mix_0	1.0
zs\mutant\all\sucker_growl_0_667224ecb1	mutant	Soundscape	monsters/bloodsucker	sucker_growl_0	1.0
zs\mutant\all\sucker_growl_1_330d6c4686	mutant	Soundscape	monsters/bloodsucker	sucker_growl_1	1.0
zs\mutant\all\sucker_growl_2_59b75262aa	mutant	Soundscape	monsters/bloodsucker	sucker_growl_2	1.0
zs\mutant\all\sucker_growl_3_5f99a66a25	mutant	Soundscape	monsters/bloodsucker	sucker_growl_3	1.0
zs\mutant\all\sucker_growl_4_82c5a69851	mutant	Soundscape	monsters/bloodsucker	sucker_growl_4	1.0
zs\mutant\all\swamp_growl_1_5488de1422	mutant	Soundscape	monsters/bloodsucker	swamp_growl_1	1.0
zs\mutant\all\burer_idle_0_368699cbff	mutant	Soundscape	monsters/burer	burer_idle_0	1.0
zs\mutant\all\burer_idle_1_3dd86a8b29	mutant	Soundscape	monsters/burer	burer_idle_1	1.0
zs\mutant\all\chimera_growl_1_c8e49e034e	mutant	Soundscape	monsters/chimera	chimera_growl_1	2.0
zs\mutant\all\chimera_idle_1_f2d7dee8de	mutant	Soundscape	monsters/chimera	chimera_idle_1	1.5
zs\mutant\all\chimera_idle_2_2d112f9ee2	mutant	Soundscape	monsters/chimera	chimera_idle_2	1.5
zs\mutant\all\flesh_idle_0_e8536f1698	mutant	Soundscape	monsters/flesh	flesh_idle_0	1.0
zs\mutant\all\flesh_idle_1_32276914e2	mutant	Soundscape	monsters/flesh	flesh_idle_1	1.0
zs\mutant\all\flesh_idle_2_a123a5e894	mutant	Soundscape	monsters/flesh	flesh_idle_2	1.0
zs\mutant\all\fracture_idle_0_5996c47bc4	mutant	Soundscape	monsters/fracture	fracture_idle_0	1.0
zs\mutant\all\fracture_idle_1_cee99ad05c	mutant	Soundscape	monsters/fracture	fracture_idle_1	1.0
zs\mutant\all\fracture_idle_2_76340f4e18	mutant	Soundscape	monsters/fracture	fracture_idle_2	1.0
zs\mutant\all\giant_breath_1_ddac7f3eb4	mutant	Soundscape	monsters/giant	giant_breath_1	1.0
zs\mutant\all\giant_breath_2_7eb374c99a	mutant	Soundscape	monsters/giant	giant_breath_2	1.0
zs\mutant\all\giant_idle_0_c31a464981	mutant	Soundscape	monsters/giant	giant_idle_0	1.0
zs\mutant\all\giant_idle_0_b7b7d5f2a0	mutant	NLC	monsters/giant	giant_idle_0	1.0
zs\mutant\all\giant_idle_1_89938fdf9b	mutant	Soundscape	monsters/giant	giant_idle_1	1.0
zs\mutant\all\giant_idle_1_61657bdab5	mutant	NLC	monsters/giant	giant_idle_1	1.0
zs\mutant\all\black_idle_f41306b20e	mutant	Soundscape	monsters/poltergeist	black_idle	1.0
zs\mutant\all\fire_idle_0_b958cf0401	mutant	Soundscape	monsters/poltergeist	fire_idle_0	1.25
zs\mutant\all\idle_0_e8856557fe	mutant	Soundscape	monsters/poltergeist	idle_0	1.0
zs\mutant\all\idle_1_36e47d545e	mutant	Soundscape	monsters/poltergeist	idle_1	1.0
zs\mutant\all\idle_2_78dcd50a41	mutant	Soundscape	monsters/poltergeist	idle_2	1.0
zs\mutant\all\idle_3_9c2eda4a16	mutant	Soundscape	monsters/poltergeist	idle_3	1.0
zs\mutant\all\tele_idle_0_44b9986844	mutant	Soundscape	monsters/poltergeist	tele_idle_0	1.0
zs\mutant\all\tele_idle_0_a00e3f05d7	mutant	Soundscape	monsters/poltergeist	~tele_idle_0	1.25
zs\mutant\all\tele_idle_0_b0eae8fb98	mutant	NLC	monsters/poltergeist	tele_idle_0	1.0
zs\mutant\all\snork_idle_0_faed088394	mutant	Soundscape	monsters/snork	snork_idle_0	1.0
zs\mutant\all\snork_idle_1_c8cc9e4c8f	mutant	Soundscape	monsters/snork	snork_idle_1	1.0
zs\mutant\all\snork_idle_2_4f6a1b98ba	mutant	Soundscape	monsters/snork	snork_idle_2	1.0
zs\mutant\all\zombie_eat_1_dccbe7da45	mutant	Soundscape	monsters/zombie	zombie_eat_1	1.0
zs\mutant\all\zombie_eat_2_ec64aa17bf	mutant	Soundscape	monsters/zombie	zombie_eat_2	1.0
zs\mutant\all\zombie_eat_3_8b0ca5d8fd	mutant	Soundscape	monsters/zombie	zombie_eat_3	0.8
zs\mutant\all\zombie_idle_1_3265de9380	mutant	Soundscape	monsters/zombie	zombie_idle_1	1.0
zs\mutant\all\zombie_idle_10_e055d45c84	mutant	Soundscape	monsters/zombie	zombie_idle_10	1.0
zs\mutant\all\zombie_idle_11_518ac800f4	mutant	Soundscape	monsters/zombie	zombie_idle_11	1.0
zs\mutant\all\zombie_idle_12_05cd96cf68	mutant	Soundscape	monsters/zombie	zombie_idle_12	1.0
zs\mutant\all\zombie_idle_13_af0e2f9325	mutant	Soundscape	monsters/zombie	zombie_idle_13	1.0
zs\mutant\all\zombie_idle_8_c5fd2ff938	mutant	Soundscape	monsters/zombie	zombie_idle_8	1.0
zs\mutant\all\sound_01_10286bd410	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_01	3.666
zs\mutant\all\sound_02_ebbf89047a	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_02	3.211
zs\mutant\all\sound_03_a62ba28af0	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_03	2.115
zs\mutant\all\sound_04_92510793c6	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_04	3.287
zs\mutant\all\sound_05_e0c7c4a396	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_05	2.238
zs\mutant\all\sound_06_c433eb3dac	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_06	1.345
zs\mutant\all\sound_07_ce83b50ad5	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_07	1.865
zs\mutant\all\sound_08_632209808e	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_08	1.209
zs\mutant\all\sound_09_f7070b9985	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_09	3.517
zs\mutant\all\sound_10_7513c1ceca	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_10	2.013
zs\mutant\all\sound_11_3a47577710	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_11	1.83
zs\mutant\all\sound_12_5e861dd07e	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_12	1.457
zs\mutant\all\sound_13_eb08a2c51e	mutant	RETUNE457	ambient/trx/spooks_above/mutants	sound_13	1.949
zs\mutant\all\zombie_idle_1_f3f6a90206	mutant	DSMutants	monsters/zombie	zombie_idle_1	1.0
zs\mutant\all\zombie_idle_10_14bbb81caa	mutant	DSMutants	monsters/zombie	zombie_idle_10	1.0
zs\mutant\all\zombie_idle_11_8f0c5ee347	mutant	DSMutants	monsters/zombie	zombie_idle_11	1.0
zs\mutant\all\zombie_idle_12_69d27e808c	mutant	DSMutants	monsters/zombie	zombie_idle_12	1.132
zs\mutant\all\zombie_idle_13_2b318a963d	mutant	DSMutants	monsters/zombie	zombie_idle_13	1.282
zs\mutant\all\zombie_idle_15_10cfbd607d	mutant	DSMutants	monsters/zombie	zombie_idle_15	1.172
zs\mutant\all\zombie_idle_2_12781f4472	mutant	DSMutants	monsters/zombie	zombie_idle_2	1.0
zs\mutant\all\zombie_idle_3_911abef556	mutant	DSMutants	monsters/zombie	zombie_idle_3	1.0
zs\mutant\all\zombie_idle_4_7dda34f6c6	mutant	DSMutants	monsters/zombie	zombie_idle_4	1.0
zs\mutant\all\zombie_idle_5_939dd690d3	mutant	DSMutants	monsters/zombie	zombie_idle_5	1.093
zs\mutant\all\zombie_idle_6_a1c477d563	mutant	DSMutants	monsters/zombie	zombie_idle_6	1.0
zs\mutant\all\zombie_idle_7_1bb3f281a8	mutant	DSMutants	monsters/zombie	zombie_idle_7	1.0
zs\mutant\all\zombie_idle_8_7b1f04ea9c	mutant	DSMutants	monsters/zombie	zombie_idle_8	1.0
zs\mutant\all\zombie_idle_9_8579af03d7	mutant	DSMutants	monsters/zombie	zombie_idle_9	1.0
zs\mutant\all\rnd_growl_2_e19afa1e9f	mutant	DeadAir	ambient/lar_ambients/af3	rnd_growl_2	1.481
zs\mutant\all\rnd_mutant_11_d2655f5205	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_11	1.0
zs\mutant\all\rnd_mutant_13_1b49dd9501	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_13	1.0
zs\mutant\all\rnd_mutant_14_c690798603	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_14	1.0
zs\mutant\all\rnd_mutant_2_9baa0e8306	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_2	1.0
zs\mutant\all\rnd_mutant_3_d56080c8f0	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_3	1.0
zs\mutant\all\rnd_mutant_4_b22c8ddbd4	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_4	1.0
zs\mutant\all\rnd_mutant_8_45af6e3380	mutant	DeadAir	ambient/lar_ambients/af3	rnd_mutant_8	1.0
zs\mutant\all\ambient_mutant_1_339301f320	mutant	DeadAir	ambient/rnd_outdoor	ambient_mutant_1	0.7
zs\mutant\all\bs_distant_growl_1_7de4436718	mutant	DeadAir	ambient/rnd_outdoor	bs_distant_growl_1	1.0
zs\mutant\all\rnd_growl_1_4a5ba9b164	mutant	DeadAir	ambient/rnd_outdoor	rnd_growl_1	1.0
zs\mutant\all\rnd_mutant_13_4a373f8a00	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_13	1.0
zs\mutant\all\rnd_mutant_14_64d6ed8d77	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_14	1.0
zs\mutant\all\rnd_mutant_2_592fd73397	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_2	1.0
zs\mutant\all\rnd_mutant_3_6d5ba80756	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_3	1.0
zs\mutant\all\rnd_mutant_4_beba874d7f	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_4	1.0
zs\mutant\all\rnd_mutant_8_97dfed4c54	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_8	1.0
zs\mutant\all\rnd_mutant_9_2e61b753d4	mutant	DeadAir	ambient/rnd_outdoor	rnd_mutant_9	1.0
zs\mutant\all\bloodsucker_script_attack_0_14a702d58d	mutant	DeadAir	monsters/bloodsucker/distant	bloodsucker_script_attack_0	1.0
zs\mutant\all\bloodsucker_script_attack_1_37b40ea751	mutant	DeadAir	monsters/bloodsucker/distant	bloodsucker_script_attack_1	1.0
zs\mutant\all\idle_0_c6b8cf25af	mutant	DeadAir	monsters/bloodsucker	idle_0	0.4
zs\mutant\all\idle_1_e937d855d8	mutant	DeadAir	monsters/bloodsucker	idle_1	0.4
zs\mutant\all\idle_2_46ac304906	mutant	DeadAir	monsters/bloodsucker	idle_2	0.4
zs\mutant\all\sucker_breath_0_d1764c7a2f	mutant	DeadAir	monsters/bloodsucker	sucker_breath_0	0.8
zs\mutant\all\sucker_breath_0_3cb908ae77	mutant	NLC	monsters/bloodsucker	sucker_breath_0	1.0
zs\mutant\all\sucker_growl_0_dfb457feef	mutant	DeadAir	monsters/bloodsucker	sucker_growl_0	1.0
zs\mutant\all\sucker_growl_1_a4a48a8cf5	mutant	DeadAir	monsters/bloodsucker	sucker_growl_1	1.0
zs\mutant\all\sucker_growl_2_289d32098b	mutant	DeadAir	monsters/bloodsucker	sucker_growl_2	1.0
zs\mutant\all\sucker_growl_3_ce588631cd	mutant	DeadAir	monsters/bloodsucker	sucker_growl_3	1.0
zs\mutant\all\sucker_growl_4_1cd4b3f788	mutant	DeadAir	monsters/bloodsucker	sucker_growl_4	1.0
zs\mutant\all\boar_eat_0_bfae4a1d31	mutant	DeadAir	monsters/boar	boar_eat_0	1.0
zs\mutant\all\boar_eat_1_d57ccc9773	mutant	DeadAir	monsters/boar	boar_eat_1	1.0
zs\mutant\all\boar_eat_2_669cb52ff4	mutant	DeadAir	monsters/boar	boar_eat_2	1.0
zs\mutant\all\boar_eat_3_409f9a8cfa	mutant	DeadAir	monsters/boar	boar_eat_3	1.0
zs\mutant\all\boar_idle_0_f075a5f053	mutant	DeadAir	monsters/boar	boar_idle_0	1.0
zs\mutant\all\boar_idle_1_207d13ef57	mutant	DeadAir	monsters/boar	boar_idle_1	1.0
zs\mutant\all\boar_idle_2_503dbccb06	mutant	DeadAir	monsters/boar	boar_idle_2	1.0
zs\mutant\all\boar_idle_3_fff59e1e08	mutant	DeadAir	monsters/boar	boar_idle_3	1.0
zs\mutant\all\burer_idle_0_123b6da7e3	mutant	DeadAir	monsters/burer	burer_idle_0	1.0
zs\mutant\all\burer_idle_0_f9918fb83d	mutant	NLC	monsters/burer	burer_idle_0	1.0
zs\mutant\all\burer_idle_1_e6a4927b42	mutant	DeadAir	monsters/burer	burer_idle_1	1.0
zs\mutant\all\burer_idle_1_a38e7f1aad	mutant	NLC	monsters/burer	burer_idle_1	1.0
zs\mutant\all\burer_idle_2_46f63b67a3	mutant	DeadAir	monsters/burer	burer_idle_2	1.0
zs\mutant\all\burer_idle_2_decb7cdd92	mutant	NLC	monsters/burer	burer_idle_2	1.0
zs\mutant\all\idle_1_0e0424f212	mutant	DeadAir	monsters/cat	idle_1	1.0
zs\mutant\all\idle_2_23c9d1aeef	mutant	DeadAir	monsters/cat	idle_2	1.0
zs\mutant\all\chimera_growling_1_93cb6b1d6c	mutant	DeadAir	monsters/chimera	chimera_growling_1	1.0
zs\mutant\all\chimera_growling_2_ab4d6b504e	mutant	DeadAir	monsters/chimera	chimera_growling_2	1.0
zs\mutant\all\chimera_growling_3_27bf6d3744	mutant	DeadAir	monsters/chimera	chimera_growling_3	1.0
zs\mutant\all\chimera_idle_1_de764ad462	mutant	DeadAir	monsters/chimera	chimera_idle_1	2.0
zs\mutant\all\chimera_idle_2_9439910525	mutant	DeadAir	monsters/chimera	chimera_idle_2	2.0
zs\mutant\all\chimera_idle_3_729458ba2f	mutant	DeadAir	monsters/chimera	chimera_idle_3	2.0
zs\mutant\all\chimera_idle_4_4078a1b56f	mutant	DeadAir	monsters/chimera	chimera_idle_4	2.0
zs\mutant\all\dist_0_991ab2b87d	mutant	DeadAir	monsters/controller/distant	dist_0	1.0
zs\mutant\all\dist_1_9d0788b44c	mutant	DeadAir	monsters/controller/distant	dist_1	1.0
zs\mutant\all\idle_0_e7caa8fb19	mutant	DeadAir	monsters/crow	idle_0	2.0
zs\mutant\all\idle_1_c2f722a8ba	mutant	DeadAir	monsters/crow	idle_1	2.0
zs\mutant\all\idle_10_a6a0423b20	mutant	DeadAir	monsters/crow	idle_10	2.0
zs\mutant\all\idle_11_a8b4629692	mutant	DeadAir	monsters/crow	idle_11	2.0
zs\mutant\all\idle_12_c4da770fe6	mutant	DeadAir	monsters/crow	idle_12	2.0
zs\mutant\all\idle_13_e3eaa2f69f	mutant	DeadAir	monsters/crow	idle_13	2.0
zs\mutant\all\idle_14_3393313682	mutant	DeadAir	monsters/crow	idle_14	2.0
zs\mutant\all\idle_15_083710f573	mutant	DeadAir	monsters/crow	idle_15	2.0
zs\mutant\all\idle_2_496679e584	mutant	DeadAir	monsters/crow	idle_2	2.0
zs\mutant\all\idle_3_8ad47873d8	mutant	DeadAir	monsters/crow	idle_3	2.0
zs\mutant\all\idle_4_65ab878cf4	mutant	DeadAir	monsters/crow	idle_4	2.0
zs\mutant\all\idle_5_f9a9fd9d9b	mutant	DeadAir	monsters/crow	idle_5	2.0
zs\mutant\all\idle_6_b048c25ec2	mutant	DeadAir	monsters/crow	idle_6	2.0
zs\mutant\all\idle_7_9f67a84526	mutant	DeadAir	monsters/crow	idle_7	2.0
zs\mutant\all\idle_8_de4bc8a957	mutant	DeadAir	monsters/crow	idle_8	2.0
zs\mutant\all\idle_9_8f76607f9b	mutant	DeadAir	monsters/crow	idle_9	2.0
zs\mutant\all\bdog_distant_0_fb99500eb2	mutant	DeadAir	monsters/dog	bdog_distant_0	1.0
zs\mutant\all\bdog_distant_1_dee3159157	mutant	DeadAir	monsters/dog	bdog_distant_1	1.0
zs\mutant\all\bdog_distant_1_7824024d41	mutant	NLC	monsters/dog	bdog_distant_1	1.0
zs\mutant\all\bdog_distant_2_7881fc4a92	mutant	DeadAir	monsters/dog	bdog_distant_2	1.0
zs\mutant\all\bdog_distant_2_0d4f1df6ee	mutant	NLC	monsters/dog	bdog_distant_2	1.0
zs\mutant\all\bdog_distant_3_f5e68b464a	mutant	DeadAir	monsters/dog	bdog_distant_3	1.0
zs\mutant\all\bdog_distant_3_f262b1d3bc	mutant	OGSE	monsters/dog	bdog_distant_3	1.0
zs\mutant\all\bdog_distant_3_50b8f90dca	mutant	NLC	monsters/dog	bdog_distant_3	1.0
zs\mutant\all\distant_3_7ba793eb57	mutant	SoP	monsters/dog	distant_3	1.0
zs\mutant\all\bdog_distant_4_372f440815	mutant	DeadAir	monsters/dog	bdog_distant_4	1.0
zs\mutant\all\bdog_distant_5_1822fa1221	mutant	DeadAir	monsters/dog	bdog_distant_5	1.0
zs\mutant\all\bdog_eat_9_b5d315cd7f	mutant	DeadAir	monsters/dog	bdog_eat_9	1.0
zs\mutant\all\bdog_growl_3_2a0b747ed8	mutant	DeadAir	monsters/dog	bdog_growl_3	1.0
zs\mutant\all\bdog_growl_4_08e5df931c	mutant	DeadAir	monsters/dog	bdog_growl_4	1.0
zs\mutant\all\idle_1_8094e01545	mutant	NLC	monsters/pseudodog	idle_1	1.0
zs\mutant\all\bdog_idle_0_4384aef914	mutant	DeadAir	monsters/dog	bdog_idle_0	1.0
zs\mutant\all\bdog_idle_1_b94be21adb	mutant	DeadAir	monsters/dog	bdog_idle_1	1.0
zs\mutant\all\bdog_idle_2_8f70418e91	mutant	DeadAir	monsters/dog	bdog_idle_2	3.57
zs\mutant\all\bdog_idle_3_2e03a94cfd	mutant	DeadAir	monsters/dog	bdog_idle_3	1.0
zs\mutant\all\bdog_idle_5_2c1106bc9a	mutant	DeadAir	monsters/dog	bdog_idle_5	1.0
zs\mutant\all\bdog_idle_6_66665ee569	mutant	DeadAir	monsters/dog	bdog_idle_6	3.532
zs\mutant\all\bdog_idle_7_32cf2b0314	mutant	DeadAir	monsters/dog	bdog_idle_7	1.0
zs\mutant\all\bdog_idle_8_24ff8cad3d	mutant	DeadAir	monsters/dog	bdog_idle_8	1.0
zs\mutant\all\dist_0_e7afd4f25b	mutant	DeadAir	monsters/dog/distant	dist_0	2.0
zs\mutant\all\dist_1_017808cc6e	mutant	DeadAir	monsters/dog/distant	dist_1	2.0
zs\mutant\all\dist_10_9c4d5c9234	mutant	DeadAir	monsters/dog/distant	dist_10	2.0
zs\mutant\all\dist_2_2cae3746e0	mutant	DeadAir	monsters/dog/distant	dist_2	2.0
zs\mutant\all\dist_3_af5c6d2e7e	mutant	DeadAir	monsters/dog/distant	dist_3	2.0
zs\mutant\all\dist_4_ea53fdce5c	mutant	DeadAir	monsters/dog/distant	dist_4	2.0
zs\mutant\all\dist_5_c32be40b0a	mutant	DeadAir	monsters/dog/distant	dist_5	2.0
zs\mutant\all\dist_6_f05a6a4762	mutant	DeadAir	monsters/dog/distant	dist_6	2.0
zs\mutant\all\dist_7_ff46eb0076	mutant	DeadAir	monsters/dog/distant	dist_7	2.0
zs\mutant\all\dist_8_c2bd83ea42	mutant	DeadAir	monsters/dog/distant	dist_8	2.0
zs\mutant\all\dist_9_81884bd499	mutant	DeadAir	monsters/dog/distant	dist_9	2.0
zs\mutant\all\dist_0_5d5acbc740	mutant	DeadAir	monsters/giant/distant	dist_0	2.0
zs\mutant\all\dist_1_696f531748	mutant	DeadAir	monsters/giant/distant	dist_1	2.0
zs\mutant\all\dist_2_62357f1e91	mutant	DeadAir	monsters/giant/distant	dist_2	2.0
zs\mutant\all\giant_breath_0_6d5849c8d1	mutant	DeadAir	monsters/giant	giant_breath_0	2.0
zs\mutant\all\giant_breath_1_89a548733c	mutant	DeadAir	monsters/giant	giant_breath_1	2.0
zs\mutant\all\giant_breath_2_5bcd00f708	mutant	DeadAir	monsters/giant	giant_breath_2	2.0
zs\mutant\all\karlik_eat_0_9d1f0efbc2	mutant	DeadAir	monsters/karlik	karlik_eat_0	1.0
zs\mutant\all\karlik_idle_1_fb50333105	mutant	DeadAir	monsters/karlik	karlik_idle_1	1.0
zs\mutant\all\dist_0_8b736c2fe0	mutant	DeadAir	monsters/poltergeist/distant	dist_0	2.0
zs\mutant\all\dist_1_ac59d20021	mutant	DeadAir	monsters/poltergeist/distant	dist_1	2.0
zs\mutant\all\dist_3_1667178ecf	mutant	DeadAir	monsters/poltergeist/distant	dist_3	2.0
zs\mutant\all\dist_4_3bae68f3df	mutant	DeadAir	monsters/poltergeist/distant	dist_4	2.0
zs\mutant\all\dist_5_5426de883b	mutant	DeadAir	monsters/poltergeist/distant	dist_5	2.0
zs\mutant\all\dist_6_381deabf1e	mutant	DeadAir	monsters/poltergeist/distant	dist_6	2.0
zs\mutant\all\fire_idle_0_f2a8fac361	mutant	DeadAir	monsters/poltergeist	fire_idle_0	1.0
